state,yr,qtr,index_nsa,index_sa,Warning
NH,2013,2,197.49,195.96,
NH,2013,3,198.89,196.48,
NH,2013,4,194.38,196.09,
NH,2014,1,197.18,199.99,
NH,2014,2,201.65,199.99,
NH,2014,3,205.30,202.94,
NH,2014,4,201.16,203.46,
NH,2015,1,205.50,207.76,
NH,2015,2,210.76,209.02,
NH,2015,3,215.22,213.03,
NH,2015,4,213.24,215.91,
NH,2016,1,213.07,214.86,
NH,2016,2,222.37,220.61,
NH,2016,3,223.80,221.94,
NH,2016,4,221.65,224.23,
NH,2017,1,232.26,233.97,
NH,2017,2,234.59,232.74,
NH,2017,3,238.04,236.51,
NH,2017,4,238.49,240.96,
NH,2018,1,243.02,244.70,
NH,2018,2,249.44,247.49,
NH,2018,3,252.33,251.05,
NH,2018,4,254.89,257.29,
NJ,1991,1,100.00,100.00,
NJ,1991,2,99.01,99.38,
NJ,1991,3,99.09,99.11,
NJ,1991,4,99.60,99.81,
NJ,1992,1,101.12,101.21,
NJ,1992,2,100.20,100.56,
NJ,1992,3,100.75,100.66,
NJ,1992,4,101.31,101.55,
NJ,1993,1,100.32,100.57,
NJ,1993,2,101.07,101.39,
NJ,1993,3,101.69,101.40,
NJ,1993,4,101.75,102.11,
NJ,1994,1,102.07,102.49,
NJ,1994,2,101.94,102.20,
NJ,1994,3,102.86,102.33,
NJ,1994,4,101.18,101.67,
NJ,1995,1,101.11,101.72,
NJ,1995,2,101.47,101.56,
NJ,1995,3,102.69,102.07,
NJ,1995,4,101.31,101.87,
NJ,1996,1,101.33,102.10,
NJ,1996,2,102.92,102.82,
NJ,1996,3,103.22,102.60,
NJ,1996,4,102.28,102.87,
NJ,1997,1,102.09,102.99,
NJ,1997,2,103.93,103.70,
NJ,1997,3,104.70,104.06,
NJ,1997,4,104.97,105.61,
NJ,1998,1,106.02,106.98,
NJ,1998,2,108.47,108.22,
NJ,1998,3,110.30,109.57,
NJ,1998,4,109.99,110.69,
NJ,1999,1,111.69,112.71,
NJ,1999,2,115.29,115.11,
NJ,1999,3,118.73,117.85,
NJ,1999,4,119.31,120.02,
NJ,2000,1,122.03,123.22,
NJ,2000,2,126.40,126.26,
NJ,2000,3,130.19,129.20,
NJ,2000,4,132.79,133.42,
NJ,2001,1,135.70,137.18,
NJ,2001,2,140.37,140.24,
NJ,2001,3,146.52,145.38,
NJ,2001,4,148.93,149.47,
NJ,2002,1,152.27,154.12,
NJ,2002,2,160.43,160.21,
NJ,2002,3,167.89,166.67,
NJ,2002,4,172.43,172.94,
NJ,2003,1,174.84,177.05,
NJ,2003,2,183.85,183.50,
NJ,2003,3,190.22,188.90,
NJ,2003,4,194.81,195.43,
NJ,2004,1,199.75,202.24,
NJ,2004,2,209.92,209.35,
NJ,2004,3,217.89,216.55,
NJ,2004,4,223.66,224.54,
NJ,2005,1,229.30,231.91,
NJ,2005,2,240.27,239.49,
NJ,2005,3,249.58,248.23,
NJ,2005,4,252.37,253.60,
NJ,2006,1,254.38,256.93,
NJ,2006,2,260.07,259.12,
NJ,2006,3,258.68,257.58,
NJ,2006,4,255.19,256.53,
NJ,2007,1,255.44,257.60,
NJ,2007,2,257.52,256.76,
NJ,2007,3,253.68,252.73,
NJ,2007,4,250.00,251.18,
NJ,2008,1,244.07,246.01,
NJ,2008,2,240.07,239.65,
NJ,2008,3,235.25,234.30,
NJ,2008,4,229.08,229.88,
NJ,2009,1,226.70,228.72,
NJ,2009,2,223.42,223.33,
NJ,2009,3,222.37,221.09,
NJ,2009,4,219.00,219.52,
NJ,2010,1,218.38,220.92,
NJ,2010,2,218.10,217.98,
NJ,2010,3,217.49,215.82,
NJ,2010,4,213.71,214.06,
NJ,2011,1,206.41,209.60,
NJ,2011,2,206.17,205.73,
NJ,2011,3,206.55,204.59,
NJ,2011,4,201.73,202.15,
NJ,2012,1,197.44,201.19,
NJ,2012,2,202.53,201.47,
NJ,2012,3,203.47,201.50,
NJ,2012,4,201.54,202.06,
NJ,2013,1,199.03,203.20,
NJ,2013,2,207.95,206.42,
NJ,2013,3,209.10,207.10,
NJ,2013,4,206.87,207.52,
NJ,2014,1,204.16,208.54,
NJ,2014,2,212.42,210.61,
NJ,2014,3,212.97,211.11,
NJ,2014,4,212.34,212.97,
NJ,2015,1,209.85,214.26,
NJ,2015,2,214.55,212.85,
NJ,2015,3,217.12,215.17,
NJ,2015,4,215.75,216.40,
NJ,2016,1,213.26,217.64,
NJ,2016,2,222.66,221.02,
NJ,2016,3,223.62,221.60,
NJ,2016,4,222.52,223.27,
NJ,2017,1,220.33,224.53,
NJ,2017,2,229.01,227.65,
NJ,2017,3,233.28,231.04,
NJ,2017,4,232.84,233.81,
NJ,2018,1,233.91,237.99,
NJ,2018,2,238.95,237.80,
NJ,2018,3,242.30,239.92,
NJ,2018,4,240.46,241.57,
NM,1991,1,100.00,100.00,
NM,1991,2,101.51,100.89,
NM,1991,3,101.05,100.88,
NM,1991,4,103.34,103.50,
NM,1992,1,106.20,106.28,
NM,1992,2,107.05,106.38,
NM,1992,3,108.33,108.10,
NM,1992,4,110.14,110.35,
NM,1993,1,111.58,111.72,
NM,1993,2,116.12,115.35,
NM,1993,3,118.44,118.16,
NM,1993,4,120.26,120.50,
NM,1994,1,124.91,125.09,
NM,1994,2,127.81,126.97,
NM,1994,3,131.11,130.77,
NM,1994,4,133.16,133.39,
NM,1995,1,133.13,133.37,
NM,1995,2,136.58,135.72,
NM,1995,3,137.87,137.44,
NM,1995,4,136.63,136.85,
NM,1996,1,137.08,137.40,
NM,1996,2,139.77,138.93,
NM,1996,3,138.93,138.40,
NM,1996,4,137.85,138.07,
NM,1997,1,138.70,139.09,
NM,1997,2,140.90,140.07,
NM,1997,3,139.46,138.84,
NM,1997,4,138.97,139.18,
NM,1998,1,139.03,139.51,
NM,1998,2,141.20,140.35,
NM,1998,3,142.51,141.85,
NM,1998,4,143.10,143.31,
NM,1999,1,143.71,144.22,
NM,1999,2,144.22,143.36,
NM,1999,3,145.05,144.38,
NM,1999,4,145.99,146.16,
NM,2000,1,144.86,145.37,
NM,2000,2,146.24,145.41,
NM,2000,3,146.80,146.11,
NM,2000,4,145.19,145.33,
NM,2001,1,148.35,148.85,
NM,2001,2,150.23,149.45,
NM,2001,3,151.44,150.73,
NM,2001,4,150.92,151.02,
NM,2002,1,152.47,152.98,
NM,2002,2,156.72,155.98,
NM,2002,3,158.84,158.06,
NM,2002,4,160.96,161.05,
NM,2003,1,162.26,162.80,
NM,2003,2,165.75,165.01,
NM,2003,3,169.06,168.20,
NM,2003,4,171.48,171.56,
NM,2004,1,174.12,174.73,
NM,2004,2,179.39,178.58,
NM,2004,3,183.49,182.58,
NM,2004,4,185.95,186.00,
NM,2005,1,192.32,192.97,
NM,2005,2,200.30,199.45,
NM,2005,3,207.99,206.99,
NM,2005,4,214.49,214.42,
NM,2006,1,220.40,221.17,
NM,2006,2,229.42,228.56,
NM,2006,3,234.89,233.73,
NM,2006,4,238.20,238.01,
NM,2007,1,240.39,241.27,
NM,2007,2,243.71,242.90,
NM,2007,3,243.26,241.95,
NM,2007,4,239.86,239.65,
NM,2008,1,240.12,241.09,
NM,2008,2,237.25,236.51,
NM,2008,3,234.82,233.40,
NM,2008,4,230.38,230.21,
NM,2009,1,222.77,223.80,
NM,2009,2,224.76,223.98,
NM,2009,3,222.30,220.88,
NM,2009,4,221.87,221.71,
NM,2010,1,220.56,221.70,
NM,2010,2,214.41,213.65,
NM,2010,3,212.37,210.93,
NM,2010,4,209.27,209.08,
NM,2011,1,203.25,204.47,
NM,2011,2,201.53,200.73,
NM,2011,3,203.10,201.69,
NM,2011,4,200.10,199.83,
NM,2012,1,198.63,200.01,
NM,2012,2,204.60,203.77,
NM,2012,3,205.46,203.96,
NM,2012,4,201.95,201.61,
NM,2013,1,204.42,206.03,
NM,2013,2,207.17,206.26,
NM,2013,3,209.23,207.65,
NM,2013,4,206.99,206.57,
NM,2014,1,206.06,207.91,
NM,2014,2,211.35,210.33,
NM,2014,3,211.56,209.88,
NM,2014,4,212.28,211.83,
NM,2015,1,209.99,212.07,
NM,2015,2,214.02,212.83,
NM,2015,3,221.62,219.87,
NM,2015,4,214.45,213.96,
NM,2016,1,215.60,217.89,
NM,2016,2,222.97,221.60,
NM,2016,3,222.44,220.75,
NM,2016,4,225.27,224.66,
NM,2017,1,225.85,228.35,
NM,2017,2,230.32,228.85,
NM,2017,3,236.07,234.40,
NM,2017,4,237.59,236.76,
NM,2018,1,234.23,236.91,
NM,2018,2,242.40,240.87,
NM,2018,3,243.98,242.29,
NM,2018,4,246.60,245.59,
NV,1991,1,100.00,100.00,
NV,1991,2,101.01,99.98,
NV,1991,3,100.82,100.04,
NV,1991,4,102.26,101.52,
NV,1992,1,103.07,103.09,
NV,1992,2,102.39,101.33,
NV,1992,3,104.29,103.43,
NV,1992,4,104.75,104.03,
NV,1993,1,104.15,104.19,
NV,1993,2,106.19,105.09,
NV,1993,3,106.35,105.38,
NV,1993,4,106.93,106.28,
NV,1994,1,107.69,107.74,
NV,1994,2,109.47,108.35,
NV,1994,3,110.66,109.55,
NV,1994,4,110.66,110.08,
NV,1995,1,110.71,110.75,
NV,1995,2,113.77,112.64,
NV,1995,3,114.39,113.15,
NV,1995,4,114.10,113.57,
NV,1996,1,114.18,114.18,
NV,1996,2,115.81,114.72,
NV,1996,3,116.35,115.05,
NV,1996,4,116.06,115.52,
NV,1997,1,116.72,116.66,
NV,1997,2,117.79,116.75,
NV,1997,3,119.14,117.85,
NV,1997,4,118.27,117.68,
NV,1998,1,116.69,116.56,
NV,1998,2,119.26,118.27,
NV,1998,3,120.05,118.82,
NV,1998,4,120.60,119.94,
NV,1999,1,121.02,120.81,
NV,1999,2,121.85,120.87,
NV,1999,3,123.60,122.39,
NV,1999,4,124.32,123.62,
NV,2000,1,124.55,124.26,
NV,2000,2,127.06,126.10,
NV,2000,3,127.35,126.11,
NV,2000,4,129.08,128.34,
NV,2001,1,131.41,131.11,
NV,2001,2,134.73,133.72,
NV,2001,3,137.00,135.59,
NV,2001,4,138.85,138.13,
NV,2002,1,140.97,140.67,
NV,2002,2,143.78,142.72,
NV,2002,3,147.98,146.32,
NV,2002,4,150.69,150.03,
NV,2003,1,154.20,153.93,
NV,2003,2,158.94,157.73,
NV,2003,3,166.87,164.83,
NV,2003,4,175.77,175.16,
NV,2004,1,187.44,187.14,
NV,2004,2,206.99,205.36,
NV,2004,3,223.37,220.53,
NV,2004,4,231.28,230.63,
NV,2005,1,241.27,240.91,
NV,2005,2,257.26,255.13,
NV,2005,3,262.26,258.87,
NV,2005,4,270.41,269.79,
NV,2006,1,274.88,274.49,
NV,2006,2,274.38,271.90,
NV,2006,3,272.55,269.21,
NV,2006,4,267.52,266.84,
NV,2007,1,264.77,264.45,
NV,2007,2,262.16,259.66,
NV,2007,3,252.64,249.68,
NV,2007,4,235.85,235.10,
NV,2008,1,217.78,217.73,
NV,2008,2,199.87,197.89,
NV,2008,3,184.77,182.55,
NV,2008,4,161.65,161.02,
NV,2009,1,150.98,151.23,
NV,2009,2,143.43,141.96,
NV,2009,3,136.34,134.47,
NV,2009,4,134.37,133.90,
NV,2010,1,131.92,132.40,
NV,2010,2,132.47,131.05,
NV,2010,3,130.17,128.11,
NV,2010,4,125.28,124.96,
NV,2011,1,118.64,119.21,
NV,2011,2,115.86,114.60,
NV,2011,3,116.30,114.24,
NV,2011,4,111.42,111.28,
NV,2012,1,111.82,112.39,
NV,2012,2,120.97,119.71,
NV,2012,3,128.26,125.84,
NV,2012,4,131.02,130.97,
NV,2013,1,139.04,139.63,
NV,2013,2,149.25,147.78,
NV,2013,3,158.03,155.07,
NV,2013,4,160.58,160.56,
NV,2014,1,164.81,165.23,
NV,2014,2,169.45,167.96,
NV,2014,3,174.96,171.93,
NV,2014,4,177.63,177.41,
NV,2015,1,181.14,181.32,
NV,2015,2,186.43,184.95,
NV,2015,3,195.19,192.23,
NV,2015,4,194.99,194.39,
NV,2016,1,199.66,199.64,
NV,2016,2,205.64,204.19,
NV,2016,3,210.49,207.60,
NV,2016,4,213.98,213.02,
NV,2017,1,217.47,217.38,
NV,2017,2,222.05,220.52,
NV,2017,3,232.04,229.10,
NV,2017,4,240.83,239.55,
NV,2018,1,247.49,247.34,
NV,2018,2,259.31,257.56,
NV,2018,3,266.40,263.14,
NV,2018,4,267.90,266.37,
NY,1991,1,100.00,100.00,
NY,1991,2,99.58,98.96,
NY,1991,3,100.13,99.08,
NY,1991,4,100.40,99.88,
NY,1992,1,100.97,101.04,
NY,1992,2,100.68,100.02,
NY,1992,3,101.48,100.36,
NY,1992,4,102.47,101.97,
NY,1993,1,99.75,99.92,
NY,1993,2,101.73,101.00,
NY,1993,3,101.49,100.26,
NY,1993,4,100.70,100.26,
NY,1994,1,99.32,99.66,
NY,1994,2,100.46,99.62,
NY,1994,3,100.46,99.15,
NY,1994,4,98.74,98.36,
NY,1995,1,98.03,98.52,
NY,1995,2,99.52,98.59,
NY,1995,3,100.23,98.81,
NY,1995,4,98.47,98.13,
NY,1996,1,99.02,99.64,
NY,1996,2,99.78,98.80,
NY,1996,3,100.49,99.00,
NY,1996,4,99.33,99.00,
NY,1997,1,98.73,99.39,
NY,1997,2,101.41,100.45,
NY,1997,3,102.08,100.53,
NY,1997,4,101.55,101.16,
NY,1998,1,101.42,102.11,
NY,1998,2,104.89,103.97,
NY,1998,3,107.49,105.88,
NY,1998,4,108.13,107.62,
NY,1999,1,108.58,109.27,
NY,1999,2,112.73,111.87,
NY,1999,3,116.15,114.45,
NY,1999,4,117.59,116.94,
NY,2000,1,119.07,119.71,
NY,2000,2,122.71,121.93,
NY,2000,3,126.94,125.15,
NY,2000,4,129.23,128.43,
NY,2001,1,130.69,131.22,
NY,2001,2,135.22,134.52,
NY,2001,3,139.92,138.07,
NY,2001,4,142.75,141.77,
NY,2002,1,145.38,145.82,
NY,2002,2,150.78,150.10,
NY,2002,3,156.80,154.85,
NY,2002,4,159.54,158.40,
NY,2003,1,164.52,164.89,
NY,2003,2,167.95,167.18,
NY,2003,3,174.24,172.21,
NY,2003,4,179.09,177.80,
NY,2004,1,182.21,182.58,
NY,2004,2,188.26,187.27,
NY,2004,3,193.04,190.89,
NY,2004,4,198.12,196.77,
NY,2005,1,200.64,201.08,
NY,2005,2,204.84,203.55,
NY,2005,3,212.59,210.25,
NY,2005,4,213.85,212.55,
NY,2006,1,214.78,215.26,
NY,2006,2,218.15,216.63,
NY,2006,3,217.70,215.22,
NY,2006,4,217.17,216.07,
NY,2007,1,215.49,215.97,
NY,2007,2,219.48,217.84,
NY,2007,3,219.46,216.88,
NY,2007,4,217.22,216.29,
NY,2008,1,214.64,215.15,
NY,2008,2,214.86,213.20,
NY,2008,3,214.81,212.15,
NY,2008,4,208.48,207.72,
NY,2009,1,206.40,206.94,
NY,2009,2,205.97,204.34,
NY,2009,3,206.51,203.83,
NY,2009,4,205.35,204.70,
NY,2010,1,203.95,204.54,
NY,2010,2,205.19,203.55,
NY,2010,3,204.68,201.90,
NY,2010,4,203.53,202.93,
NY,2011,1,198.36,199.05,
NY,2011,2,200.19,198.51,
NY,2011,3,200.71,197.96,
NY,2011,4,196.66,196.03,
NY,2012,1,195.90,196.74,
NY,2012,2,199.38,197.63,
NY,2012,3,200.52,197.75,
NY,2012,4,198.54,197.84,
NY,2013,1,198.63,199.64,
NY,2013,2,202.72,200.87,
NY,2013,3,205.21,202.38,
NY,2013,4,204.32,203.52,
NY,2014,1,201.96,203.07,
NY,2014,2,205.96,204.10,
NY,2014,3,207.54,204.67,
NY,2014,4,208.00,207.08,
NY,2015,1,207.34,208.57,
NY,2015,2,211.11,209.22,
NY,2015,3,214.88,211.94,
NY,2015,4,212.58,211.52,
NY,2016,1,212.66,213.94,
NY,2016,2,219.47,217.61,
NY,2016,3,222.00,218.86,
NY,2016,4,224.06,222.97,
NY,2017,1,223.79,225.14,
NY,2017,2,229.52,227.62,
NY,2017,3,235.84,232.43,
NY,2017,4,237.75,236.65,
NY,2018,1,238.64,240.02,
NY,2018,2,245.77,243.83,
NY,2018,3,249.69,245.99,
NY,2018,4,247.94,246.83,
OH,1991,1,100.00,100.00,
OH,1991,2,101.48,100.57,
OH,1991,3,101.92,101.11,
OH,1991,4,102.82,102.20,
OH,1992,1,104.22,104.25,
OH,1992,2,105.79,104.83,
OH,1992,3,106.94,106.08,
OH,1992,4,107.91,107.27,
OH,1993,1,108.01,108.06,
OH,1993,2,110.50,109.47,
OH,1993,3,112.02,111.09,
OH,1993,4,113.11,112.50,
OH,1994,1,113.67,113.70,
OH,1994,2,116.41,115.29,
OH,1994,3,117.21,116.23,
OH,1994,4,118.07,117.52,
OH,1995,1,119.03,118.99,
OH,1995,2,120.81,119.67,
OH,1995,3,122.29,121.23,
OH,1995,4,123.10,122.64,
OH,1996,1,124.26,124.15,
OH,1996,2,126.78,125.57,
OH,1996,3,127.60,126.47,
OH,1996,4,127.83,127.43,
OH,1997,1,128.37,128.21,
OH,1997,2,130.32,129.08,
OH,1997,3,131.39,130.18,
OH,1997,4,131.30,130.95,
OH,1998,1,132.77,132.61,
OH,1998,2,134.83,133.52,
OH,1998,3,136.02,134.75,
OH,1998,4,136.94,136.61,
OH,1999,1,138.60,138.47,
OH,1999,2,141.26,139.84,
OH,1999,3,142.87,141.49,
OH,1999,4,143.07,142.74,
OH,2000,1,144.09,144.06,
OH,2000,2,147.14,145.56,
OH,2000,3,148.37,146.95,
OH,2000,4,148.53,148.15,
OH,2001,1,149.41,149.52,
OH,2001,2,152.66,150.92,
OH,2001,3,153.39,151.94,
OH,2001,4,153.72,153.28,
OH,2002,1,154.96,155.21,
OH,2002,2,157.53,155.66,
OH,2002,3,158.95,157.40,
OH,2002,4,159.57,159.09,
OH,2003,1,160.03,160.43,
OH,2003,2,163.87,161.85,
OH,2003,3,164.89,163.16,
OH,2003,4,165.16,164.73,
OH,2004,1,165.57,166.15,
OH,2004,2,169.48,167.29,
OH,2004,3,170.59,168.62,
OH,2004,4,170.18,169.88,
OH,2005,1,170.48,171.28,
OH,2005,2,174.89,172.48,
OH,2005,3,175.20,172.94,
OH,2005,4,174.48,174.33,
OH,2006,1,173.83,174.94,
OH,2006,2,177.51,174.87,
OH,2006,3,176.68,174.11,
OH,2006,4,173.73,173.76,
OH,2007,1,172.45,173.91,
OH,2007,2,175.39,172.56,
OH,2007,3,173.82,171.01,
OH,2007,4,168.90,169.05,
OH,2008,1,164.11,165.85,
OH,2008,2,166.43,163.55,
OH,2008,3,163.94,161.07,
OH,2008,4,157.11,157.36,
OH,2009,1,154.27,156.14,
OH,2009,2,159.64,156.78,
OH,2009,3,159.72,156.77,
OH,2009,4,157.02,157.27,
OH,2010,1,154.96,157.05,
OH,2010,2,157.08,154.23,
OH,2010,3,154.15,151.11,
OH,2010,4,150.85,151.12,
OH,2011,1,144.38,146.52,
OH,2011,2,149.57,146.86,
OH,2011,3,151.08,147.86,
OH,2011,4,147.71,148.08,
OH,2012,1,145.99,148.29,
OH,2012,2,153.40,150.53,
OH,2012,3,154.81,151.43,
OH,2012,4,151.60,152.09,
OH,2013,1,151.23,153.55,
OH,2013,2,158.21,155.22,
OH,2013,3,160.94,157.52,
OH,2013,4,157.95,158.50,
OH,2014,1,158.24,160.47,
OH,2014,2,164.72,161.61,
OH,2014,3,165.90,162.64,
OH,2014,4,165.42,165.86,
OH,2015,1,163.88,165.99,
OH,2015,2,171.37,168.27,
OH,2015,3,172.99,169.78,
OH,2015,4,171.85,172.18,
OH,2016,1,172.39,174.40,
OH,2016,2,179.35,176.31,
OH,2016,3,182.64,179.30,
OH,2016,4,181.37,181.65,
OH,2017,1,182.33,184.30,
OH,2017,2,190.56,187.53,
OH,2017,3,193.80,190.22,
OH,2017,4,193.55,193.85,
OH,2018,1,195.32,197.28,
OH,2018,2,202.84,199.81,
OH,2018,3,207.14,203.24,
OH,2018,4,205.16,205.49,
OK,1991,1,100.00,100.00,
OK,1991,2,100.81,100.29,
OK,1991,3,101.56,101.00,
OK,1991,4,102.43,101.57,
OK,1992,1,102.68,102.72,
OK,1992,2,102.87,102.32,
OK,1992,3,103.82,103.22,
OK,1992,4,105.35,104.47,
OK,1993,1,105.66,105.76,
OK,1993,2,108.06,107.44,
OK,1993,3,109.65,108.97,
OK,1993,4,111.54,110.65,
OK,1994,1,111.90,112.08,
OK,1994,2,114.29,113.56,
OK,1994,3,114.34,113.54,
OK,1994,4,115.96,115.14,
OK,1995,1,114.94,115.17,
OK,1995,2,116.65,115.82,
OK,1995,3,118.44,117.57,
OK,1995,4,118.85,118.11,
OK,1996,1,118.94,119.19,
OK,1996,2,121.48,120.59,
OK,1996,3,122.35,121.38,
OK,1996,4,122.40,121.75,
OK,1997,1,122.64,122.85,
OK,1997,2,124.49,123.55,
OK,1997,3,125.37,124.36,
OK,1997,4,125.89,125.31,
OK,1998,1,126.79,126.95,
OK,1998,2,129.74,128.77,
OK,1998,3,130.78,129.72,
OK,1998,4,133.16,132.60,
OK,1999,1,133.98,134.08,
OK,1999,2,136.00,134.97,
OK,1999,3,138.44,137.37,
OK,1999,4,138.81,138.20,
OK,2000,1,139.80,139.90,
OK,2000,2,142.17,141.10,
OK,2000,3,143.40,142.30,
OK,2000,4,144.80,144.16,
OK,2001,1,145.07,145.21,
OK,2001,2,148.03,146.87,
OK,2001,3,149.38,148.23,
OK,2001,4,149.74,149.06,
OK,2002,1,151.02,151.26,
OK,2002,2,152.86,151.60,
OK,2002,3,154.10,152.86,
OK,2002,4,155.77,155.12,
OK,2003,1,155.69,156.02,
OK,2003,2,159.23,157.81,
OK,2003,3,160.74,159.39,
OK,2003,4,161.41,160.80,
OK,2004,1,162.06,162.53,
OK,2004,2,166.37,164.80,
OK,2004,3,165.58,164.04,
OK,2004,4,168.23,167.73,
OK,2005,1,168.89,169.52,
OK,2005,2,173.90,172.13,
OK,2005,3,176.95,175.13,
OK,2005,4,178.02,177.62,
OK,2006,1,180.02,180.91,
OK,2006,2,185.03,183.02,
OK,2006,3,185.83,183.66,
OK,2006,4,186.15,185.90,
OK,2007,1,189.75,190.95,
OK,2007,2,191.60,189.31,
OK,2007,3,195.73,193.31,
OK,2007,4,194.67,194.44,
OK,2008,1,191.84,193.33,
OK,2008,2,195.89,193.37,
OK,2008,3,194.99,192.56,
OK,2008,4,188.09,187.72,
OK,2009,1,190.35,192.16,
OK,2009,2,196.29,193.59,
OK,2009,3,196.03,193.60,
OK,2009,4,192.89,192.40,
OK,2010,1,190.33,192.31,
OK,2010,2,195.64,192.85,
OK,2010,3,194.31,191.94,
OK,2010,4,192.41,191.92,
OK,2011,1,183.10,185.01,
OK,2011,2,193.42,190.65,
OK,2011,3,189.22,186.88,
OK,2011,4,191.52,191.24,
OK,2012,1,188.09,189.78,
OK,2012,2,194.62,191.95,
