,state,index_sa,TimePeriod
3760,NV,264.45,2007Q1
3761,NV,259.66,2007Q2
3762,NV,249.68,2007Q3
3763,NV,235.1,2007Q4
3764,NV,217.73,2008Q1
3765,NV,197.89,2008Q2
3766,NV,182.55,2008Q3
3767,NV,161.02,2008Q4
3768,NV,151.23,2009Q1
3769,NV,141.96,2009Q2
3770,NV,134.47,2009Q3
3771,NV,133.9,2009Q4
3772,NV,132.4,2010Q1
3773,NV,131.05,2010Q2
3774,NV,128.11,2010Q3
3775,NV,124.96,2010Q4
3776,NV,119.21,2011Q1
3777,NV,114.6,2011Q2
3778,NV,114.24,2011Q3
3779,NV,111.28,2011Q4
3780,NV,112.39,2012Q1
3781,NV,119.71,2012Q2
3782,NV,125.84,2012Q3
3783,NV,130.97,2012Q4
3784,NV,139.63,2013Q1
3785,NV,147.78,2013Q2
3786,NV,155.07,2013Q3
3787,NV,160.56,2013Q4
3788,NV,165.23,2014Q1
3789,NV,167.96,2014Q2
3790,NV,171.93,2014Q3
3791,NV,177.41,2014Q4
3792,NV,181.32,2015Q1
3793,NV,184.95,2015Q2
3794,NV,192.23,2015Q3
3795,NV,194.39,2015Q4
3796,NV,199.64,2016Q1
3797,NV,204.19,2016Q2
3798,NV,207.6,2016Q3
3799,NV,213.02,2016Q4
3800,NV,217.38,2017Q1
3801,NV,220.52,2017Q2
3802,NV,229.1,2017Q3
3803,NV,239.55,2017Q4
3804,NV,247.34,2018Q1
3805,NV,257.56,2018Q2
3806,NV,263.14,2018Q3
3807,NV,266.37,2018Q4
3808,NY,100.0,1991Q1
3809,NY,98.96,1991Q2
3810,NY,99.08,1991Q3
3811,NY,99.88,1991Q4
3812,NY,101.04,1992Q1
3813,NY,100.02,1992Q2
3814,NY,100.36,1992Q3
3815,NY,101.97,1992Q4
3816,NY,99.92,1993Q1
3817,NY,101.0,1993Q2
3818,NY,100.26,1993Q3
3819,NY,100.26,1993Q4
3820,NY,99.66,1994Q1
3821,NY,99.62,1994Q2
3822,NY,99.15,1994Q3
3823,NY,98.36,1994Q4
3824,NY,98.52,1995Q1
3825,NY,98.59,1995Q2
3826,NY,98.81,1995Q3
3827,NY,98.13,1995Q4
3828,NY,99.64,1996Q1
3829,NY,98.8,1996Q2
3830,NY,99.0,1996Q3
3831,NY,99.0,1996Q4
3832,NY,99.39,1997Q1
3833,NY,100.45,1997Q2
3834,NY,100.53,1997Q3
3835,NY,101.16,1997Q4
3836,NY,102.11,1998Q1
3837,NY,103.97,1998Q2
3838,NY,105.88,1998Q3
3839,NY,107.62,1998Q4
3840,NY,109.27,1999Q1
3841,NY,111.87,1999Q2
3842,NY,114.45,1999Q3
3843,NY,116.94,1999Q4
3844,NY,119.71,2000Q1
3845,NY,121.93,2000Q2
3846,NY,125.15,2000Q3
3847,NY,128.43,2000Q4
3848,NY,131.22,2001Q1
3849,NY,134.52,2001Q2
3850,NY,138.07,2001Q3
3851,NY,141.77,2001Q4
3852,NY,145.82,2002Q1
3853,NY,150.1,2002Q2
3854,NY,154.85,2002Q3
3855,NY,158.4,2002Q4
3856,NY,164.89,2003Q1
3857,NY,167.18,2003Q2
3858,NY,172.21,2003Q3
3859,NY,177.8,2003Q4
3860,NY,182.58,2004Q1
3861,NY,187.27,2004Q2
3862,NY,190.89,2004Q3
3863,NY,196.77,2004Q4
3864,NY,201.08,2005Q1
3865,NY,203.55,2005Q2
3866,NY,210.25,2005Q3
3867,NY,212.55,2005Q4
3868,NY,215.26,2006Q1
3869,NY,216.63,2006Q2
3870,NY,215.22,2006Q3
3871,NY,216.07,2006Q4
3872,NY,215.97,2007Q1
3873,NY,217.84,2007Q2
3874,NY,216.88,2007Q3
3875,NY,216.29,2007Q4
3876,NY,215.15,2008Q1
3877,NY,213.2,2008Q2
3878,NY,212.15,2008Q3
3879,NY,207.72,2008Q4
3880,NY,206.94,2009Q1
3881,NY,204.34,2009Q2
3882,NY,203.83,2009Q3
3883,NY,204.7,2009Q4
3884,NY,204.54,2010Q1
3885,NY,203.55,2010Q2
3886,NY,201.9,2010Q3
3887,NY,202.93,2010Q4
3888,NY,199.05,2011Q1
3889,NY,198.51,2011Q2
3890,NY,197.96,2011Q3
3891,NY,196.03,2011Q4
3892,NY,196.74,2012Q1
3893,NY,197.63,2012Q2
3894,NY,197.75,2012Q3
3895,NY,197.84,2012Q4
3896,NY,199.64,2013Q1
3897,NY,200.87,2013Q2
3898,NY,202.38,2013Q3
3899,NY,203.52,2013Q4
3900,NY,203.07,2014Q1
3901,NY,204.1,2014Q2
3902,NY,204.67,2014Q3
3903,NY,207.08,2014Q4
3904,NY,208.57,2015Q1
3905,NY,209.22,2015Q2
3906,NY,211.94,2015Q3
3907,NY,211.52,2015Q4
3908,NY,213.94,2016Q1
3909,NY,217.61,2016Q2
3910,NY,218.86,2016Q3
3911,NY,222.97,2016Q4
3912,NY,225.14,2017Q1
3913,NY,227.62,2017Q2
3914,NY,232.43,2017Q3
3915,NY,236.65,2017Q4
3916,NY,240.02,2018Q1
3917,NY,243.83,2018Q2
3918,NY,245.99,2018Q3
3919,NY,246.83,2018Q4
3920,OH,100.0,1991Q1
3921,OH,100.57,1991Q2
3922,OH,101.11,1991Q3
3923,OH,102.2,1991Q4
3924,OH,104.25,1992Q1
3925,OH,104.83,1992Q2
3926,OH,106.08,1992Q3
3927,OH,107.27,1992Q4
3928,OH,108.06,1993Q1
3929,OH,109.47,1993Q2
3930,OH,111.09,1993Q3
3931,OH,112.5,1993Q4
3932,OH,113.7,1994Q1
3933,OH,115.29,1994Q2
3934,OH,116.23,1994Q3
3935,OH,117.52,1994Q4
3936,OH,118.99,1995Q1
3937,OH,119.67,1995Q2
3938,OH,121.23,1995Q3
3939,OH,122.64,1995Q4
3940,OH,124.15,1996Q1
3941,OH,125.57,1996Q2
3942,OH,126.47,1996Q3
3943,OH,127.43,1996Q4
3944,OH,128.21,1997Q1
3945,OH,129.08,1997Q2
3946,OH,130.18,1997Q3
3947,OH,130.95,1997Q4
3948,OH,132.61,1998Q1
3949,OH,133.52,1998Q2
3950,OH,134.75,1998Q3
3951,OH,136.61,1998Q4
3952,OH,138.47,1999Q1
3953,OH,139.84,1999Q2
3954,OH,141.49,1999Q3
3955,OH,142.74,1999Q4
3956,OH,144.06,2000Q1
3957,OH,145.56,2000Q2
3958,OH,146.95,2000Q3
3959,OH,148.15,2000Q4
3960,OH,149.52,2001Q1
3961,OH,150.92,2001Q2
3962,OH,151.94,2001Q3
3963,OH,153.28,2001Q4
3964,OH,155.21,2002Q1
3965,OH,155.66,2002Q2
3966,OH,157.4,2002Q3
3967,OH,159.09,2002Q4
3968,OH,160.43,2003Q1
3969,OH,161.85,2003Q2
3970,OH,163.16,2003Q3
3971,OH,164.73,2003Q4
3972,OH,166.15,2004Q1
3973,OH,167.29,2004Q2
3974,OH,168.62,2004Q3
3975,OH,169.88,2004Q4
3976,OH,171.28,2005Q1
3977,OH,172.48,2005Q2
3978,OH,172.94,2005Q3
3979,OH,174.33,2005Q4
3980,OH,174.94,2006Q1
3981,OH,174.87,2006Q2
3982,OH,174.11,2006Q3
3983,OH,173.76,2006Q4
3984,OH,173.91,2007Q1
3985,OH,172.56,2007Q2
3986,OH,171.01,2007Q3
3987,OH,169.05,2007Q4
3988,OH,165.85,2008Q1
3989,OH,163.55,2008Q2
3990,OH,161.07,2008Q3
3991,OH,157.36,2008Q4
3992,OH,156.14,2009Q1
3993,OH,156.78,2009Q2
3994,OH,156.77,2009Q3
3995,OH,157.27,2009Q4
3996,OH,157.05,2010Q1
3997,OH,154.23,2010Q2
3998,OH,151.11,2010Q3
3999,OH,151.12,2010Q4
4000,OH,146.52,2011Q1
4001,OH,146.86,2011Q2
4002,OH,147.86,2011Q3
4003,OH,148.08,2011Q4
4004,OH,148.29,2012Q1
4005,OH,150.53,2012Q2
4006,OH,151.43,2012Q3
4007,OH,152.09,2012Q4
4008,OH,153.55,2013Q1
4009,OH,155.22,2013Q2
4010,OH,157.52,2013Q3
4011,OH,158.5,2013Q4
4012,OH,160.47,2014Q1
4013,OH,161.61,2014Q2
4014,OH,162.64,2014Q3
4015,OH,165.86,2014Q4
4016,OH,165.99,2015Q1
4017,OH,168.27,2015Q2
4018,OH,169.78,2015Q3
4019,OH,172.18,2015Q4
4020,OH,174.4,2016Q1
4021,OH,176.31,2016Q2
4022,OH,179.3,2016Q3
4023,OH,181.65,2016Q4
4024,OH,184.3,2017Q1
4025,OH,187.53,2017Q2
4026,OH,190.22,2017Q3
4027,OH,193.85,2017Q4
4028,OH,197.28,2018Q1
4029,OH,199.81,2018Q2
4030,OH,203.24,2018Q3
4031,OH,205.49,2018Q4
4032,OK,100.0,1991Q1
4033,OK,100.29,1991Q2
4034,OK,101.0,1991Q3
4035,OK,101.57,1991Q4
4036,OK,102.72,1992Q1
4037,OK,102.32,1992Q2
4038,OK,103.22,1992Q3
4039,OK,104.47,1992Q4
4040,OK,105.76,1993Q1
4041,OK,107.44,1993Q2
4042,OK,108.97,1993Q3
4043,OK,110.65,1993Q4
4044,OK,112.08,1994Q1
4045,OK,113.56,1994Q2
4046,OK,113.54,1994Q3
4047,OK,115.14,1994Q4
4048,OK,115.17,1995Q1
4049,OK,115.82,1995Q2
4050,OK,117.57,1995Q3
4051,OK,118.11,1995Q4
4052,OK,119.19,1996Q1
4053,OK,120.59,1996Q2
4054,OK,121.38,1996Q3
4055,OK,121.75,1996Q4
4056,OK,122.85,1997Q1
4057,OK,123.55,1997Q2
4058,OK,124.36,1997Q3
4059,OK,125.31,1997Q4
4060,OK,126.95,1998Q1
4061,OK,128.77,1998Q2
4062,OK,129.72,1998Q3
4063,OK,132.6,1998Q4
4064,OK,134.08,1999Q1
4065,OK,134.97,1999Q2
4066,OK,137.37,1999Q3
4067,OK,138.2,1999Q4
4068,OK,139.9,2000Q1
4069,OK,141.1,2000Q2
4070,OK,142.3,2000Q3
4071,OK,144.16,2000Q4
4072,OK,145.21,2001Q1
4073,OK,146.87,2001Q2
4074,OK,148.23,2001Q3
4075,OK,149.06,2001Q4
4076,OK,151.26,2002Q1
4077,OK,151.6,2002Q2
4078,OK,152.86,2002Q3
4079,OK,155.12,2002Q4
4080,OK,156.02,2003Q1
4081,OK,157.81,2003Q2
4082,OK,159.39,2003Q3
4083,OK,160.8,2003Q4
4084,OK,162.53,2004Q1
4085,OK,164.8,2004Q2
4086,OK,164.04,2004Q3
4087,OK,167.73,2004Q4
4088,OK,169.52,2005Q1
4089,OK,172.13,2005Q2
4090,OK,175.13,2005Q3
4091,OK,177.62,2005Q4
4092,OK,180.91,2006Q1
4093,OK,183.02,2006Q2
4094,OK,183.66,2006Q3
4095,OK,185.9,2006Q4
4096,OK,190.95,2007Q1
4097,OK,189.31,2007Q2
4098,OK,193.31,2007Q3
4099,OK,194.44,2007Q4
4100,OK,193.33,2008Q1
4101,OK,193.37,2008Q2
4102,OK,192.56,2008Q3
4103,OK,187.72,2008Q4
4104,OK,192.16,2009Q1
4105,OK,193.59,2009Q2
4106,OK,193.6,2009Q3
4107,OK,192.4,2009Q4
4108,OK,192.31,2010Q1
4109,OK,192.85,2010Q2
4110,OK,191.94,2010Q3
4111,OK,191.92,2010Q4
4112,OK,185.01,2011Q1
4113,OK,190.65,2011Q2
4114,OK,186.88,2011Q3
4115,OK,191.24,2011Q4
4116,OK,189.78,2012Q1
4117,OK,191.95,2012Q2
4118,OK,195.35,2012Q3
4119,OK,196.44,2012Q4
4120,OK,200.41,2013Q1
4121,OK,202.08,2013Q2
4122,OK,201.57,2013Q3
4123,OK,200.74,2013Q4
4124,OK,205.96,2014Q1
4125,OK,204.35,2014Q2
4126,OK,207.43,2014Q3
4127,OK,209.91,2014Q4
4128,OK,216.26,2015Q1
4129,OK,215.96,2015Q2
4130,OK,218.75,2015Q3
4131,OK,221.17,2015Q4
4132,OK,219.77,2016Q1
4133,OK,222.11,2016Q2
4134,OK,224.02,2016Q3
4135,OK,225.34,2016Q4
4136,OK,228.93,2017Q1
4137,OK,231.1,2017Q2
4138,OK,232.84,2017Q3
4139,OK,238.03,2017Q4
4140,OK,234.49,2018Q1
4141,OK,239.7,2018Q2
4142,OK,241.19,2018Q3
4143,OK,242.89,2018Q4
4144,OR,100.0,1991Q1
4145,OR,101.82,1991Q2
4146,OR,103.72,1991Q3
4147,OR,105.28,1991Q4
4148,OR,108.32,1992Q1
4149,OR,110.15,1992Q2
4150,OR,112.59,1992Q3
4151,OR,115.02,1992Q4
4152,OR,116.83,1993Q1
4153,OR,119.53,1993Q2
4154,OR,122.46,1993Q3
4155,OR,126.21,1993Q4
4156,OR,128.86,1994Q1
4157,OR,132.8,1994Q2
4158,OR,135.68,1994Q3
4159,OR,139.01,1994Q4
4160,OR,142.05,1995Q1
4161,OR,143.82,1995Q2
4162,OR,146.46,1995Q3
4163,OR,148.52,1995Q4
4164,OR,151.25,1996Q1
4165,OR,154.4,1996Q2
4166,OR,156.55,1996Q3
4167,OR,159.2,1996Q4
4168,OR,162.18,1997Q1
4169,OR,163.11,1997Q2
4170,OR,164.91,1997Q3
4171,OR,165.99,1997Q4
4172,OR,165.47,1998Q1
4173,OR,169.33,1998Q2
4174,OR,170.52,1998Q3
4175,OR,171.82,1998Q4
4176,OR,173.36,1999Q1
4177,OR,175.54,1999Q2
4178,OR,176.28,1999Q3
4179,OR,177.21,1999Q4
4180,OR,179.78,2000Q1
4181,OR,179.86,2000Q2
4182,OR,181.15,2000Q3
4183,OR,184.12,2000Q4
4184,OR,186.45,2001Q1
4185,OR,188.73,2001Q2
4186,OR,190.89,2001Q3
4187,OR,192.95,2001Q4
4188,OR,195.62,2002Q1
4189,OR,198.55,2002Q2
4190,OR,201.59,2002Q3
4191,OR,204.46,2002Q4
4192,OR,208.38,2003Q1
4193,OR,212.55,2003Q2
4194,OR,215.29,2003Q3
4195,OR,221.01,2003Q4
4196,OR,226.55,2004Q1
4197,OR,232.1,2004Q2
4198,OR,240.38,2004Q3
4199,OR,248.85,2004Q4
4200,OR,257.5,2005Q1
4201,OR,268.56,2005Q2
4202,OR,283.39,2005Q3
4203,OR,296.51,2005Q4
4204,OR,306.84,2006Q1
4205,OR,316.86,2006Q2
4206,OR,323.52,2006Q3
4207,OR,326.81,2006Q4
4208,OR,335.23,2007Q1
4209,OR,337.28,2007Q2
4210,OR,333.71,2007Q3
4211,OR,330.45,2007Q4
4212,OR,324.22,2008Q1
4213,OR,318.96,2008Q2
4214,OR,310.57,2008Q3
4215,OR,300.34,2008Q4
4216,OR,296.92,2009Q1
4217,OR,284.82,2009Q2
4218,OR,280.24,2009Q3
4219,OR,277.6,2009Q4
4220,OR,271.55,2010Q1
4221,OR,272.89,2010Q2
4222,OR,259.21,2010Q3
4223,OR,252.8,2010Q4
4224,OR,246.92,2011Q1
4225,OR,241.61,2011Q2
4226,OR,243.88,2011Q3
4227,OR,244.94,2011Q4
4228,OR,243.67,2012Q1
4229,OR,248.6,2012Q2
4230,OR,258.02,2012Q3
4231,OR,259.56,2012Q4
4232,OR,271.09,2013Q1
4233,OR,278.86,2013Q2
4234,OR,282.91,2013Q3
4235,OR,288.98,2013Q4
4236,OR,293.63,2014Q1
4237,OR,297.58,2014Q2
4238,OR,303.31,2014Q3
4239,OR,309.54,2014Q4
4240,OR,314.42,2015Q1
4241,OR,323.68,2015Q2
4242,OR,332.35,2015Q3
4243,OR,342.55,2015Q4
4244,OR,352.51,2016Q1
4245,OR,360.8,2016Q2
4246,OR,367.01,2016Q3
4247,OR,380.33,2016Q4
4248,OR,382.59,2017Q1
4249,OR,392.34,2017Q2
4250,OR,399.3,2017Q3
4251,OR,405.89,2017Q4
4252,OR,420.72,2018Q1
4253,OR,422.83,2018Q2
4254,OR,428.46,2018Q3
4255,OR,431.65,2018Q4
4256,PA,100.0,1991Q1
4257,PA,99.6,1991Q2
4258,PA,99.86,1991Q3
4259,PA,100.85,1991Q4
4260,PA,101.81,1992Q1
4261,PA,101.84,1992Q2
4262,PA,101.89,1992Q3
4263,PA,102.37,1992Q4
4264,PA,102.39,1993Q1
4265,PA,103.05,1993Q2
4266,PA,103.26,1993Q3
4267,PA,104.1,1993Q4
4268,PA,104.51,1994Q1
4269,PA,104.61,1994Q2
4270,PA,105.11,1994Q3
4271,PA,104.6,1994Q4
4272,PA,104.06,1995Q1
4273,PA,104.96,1995Q2
4274,PA,104.9,1995Q3
4275,PA,104.97,1995Q4
4276,PA,105.23,1996Q1
4277,PA,105.66,1996Q2
4278,PA,106.17,1996Q3
4279,PA,105.99,1996Q4
4280,PA,106.72,1997Q1
4281,PA,106.5,1997Q2
4282,PA,106.86,1997Q3
4283,PA,107.63,1997Q4
4284,PA,107.93,1998Q1
4285,PA,109.03,1998Q2
4286,PA,109.47,1998Q3
4287,PA,110.92,1998Q4
4288,PA,112.03,1999Q1
4289,PA,112.88,1999Q2
4290,PA,114.21,1999Q3
4291,PA,115.32,1999Q4
4292,PA,116.81,2000Q1
4293,PA,118.37,2000Q2
4294,PA,119.46,2000Q3
4295,PA,121.1,2000Q4
4296,PA,123.28,2001Q1
4297,PA,125.39,2001Q2
4298,PA,127.51,2001Q3
4299,PA,129.45,2001Q4
4300,PA,132.04,2002Q1
4301,PA,134.6,2002Q2
4302,PA,137.4,2002Q3
4303,PA,141.26,2002Q4
4304,PA,143.94,2003Q1
4305,PA,146.91,2003Q2
4306,PA,150.63,2003Q3
4307,PA,152.99,2003Q4
4308,PA,157.23,2004Q1
4309,PA,162.15,2004Q2
4310,PA,166.45,2004Q3
4311,PA,171.71,2004Q4
4312,PA,174.57,2005Q1
4313,PA,179.63,2005Q2
4314,PA,185.5,2005Q3
4315,PA,189.47,2005Q4
4316,PA,193.09,2006Q1
4317,PA,194.11,2006Q2
4318,PA,196.01,2006Q3
4319,PA,197.67,2006Q4
4320,PA,199.45,2007Q1
4321,PA,201.27,2007Q2
4322,PA,199.8,2007Q3
4323,PA,199.95,2007Q4
4324,PA,198.41,2008Q1
4325,PA,195.72,2008Q2
4326,PA,194.0,2008Q3
4327,PA,190.75,2008Q4
4328,PA,188.74,2009Q1
4329,PA,188.11,2009Q2
4330,PA,187.67,2009Q3
4331,PA,189.33,2009Q4
4332,PA,189.48,2010Q1
4333,PA,186.77,2010Q2
4334,PA,184.51,2010Q3
4335,PA,185.36,2010Q4
4336,PA,182.01,2011Q1
4337,PA,182.62,2011Q2
4338,PA,181.86,2011Q3
4339,PA,180.16,2011Q4
4340,PA,180.9,2012Q1
4341,PA,181.9,2012Q2
4342,PA,182.41,2012Q3
4343,PA,184.3,2012Q4
4344,PA,185.6,2013Q1
4345,PA,187.47,2013Q2
4346,PA,189.4,2013Q3
4347,PA,189.82,2013Q4
4348,PA,189.57,2014Q1
4349,PA,192.29,2014Q2
4350,PA,192.87,2014Q3
4351,PA,193.78,2014Q4
4352,PA,194.03,2015Q1
4353,PA,196.35,2015Q2
4354,PA,197.59,2015Q3
4355,PA,199.43,2015Q4
4356,PA,201.58,2016Q1
4357,PA,203.37,2016Q2
4358,PA,206.31,2016Q3
4359,PA,207.56,2016Q4
4360,PA,209.62,2017Q1
4361,PA,212.46,2017Q2
4362,PA,215.42,2017Q3
4363,PA,218.83,2017Q4
4364,PA,222.37,2018Q1
4365,PA,224.09,2018Q2
4366,PA,225.55,2018Q3
4367,PA,229.82,2018Q4
4368,RI,100.0,1991Q1
4369,RI,97.76,1991Q2
4370,RI,96.09,1991Q3
4371,RI,96.54,1991Q4
4372,RI,96.11,1992Q1
4373,RI,94.71,1992Q2
4374,RI,95.11,1992Q3
4375,RI,96.21,1992Q4
4376,RI,93.5,1993Q1
4377,RI,93.47,1993Q2
4378,RI,93.01,1993Q3
4379,RI,92.6,1993Q4
4380,RI,92.84,1994Q1
4381,RI,93.5,1994Q2
4382,RI,92.92,1994Q3
4383,RI,91.75,1994Q4
4384,RI,92.38,1995Q1
4385,RI,91.98,1995Q2
4386,RI,91.64,1995Q3
4387,RI,92.04,1995Q4
4388,RI,91.13,1996Q1
4389,RI,91.48,1996Q2
4390,RI,91.65,1996Q3
4391,RI,90.4,1996Q4
4392,RI,91.97,1997Q1
4393,RI,91.67,1997Q2
4394,RI,91.36,1997Q3
4395,RI,92.62,1997Q4
4396,RI,93.5,1998Q1
4397,RI,95.35,1998Q2
4398,RI,96.31,1998Q3
4399,RI,97.68,1998Q4
4400,RI,99.91,1999Q1
4401,RI,100.24,1999Q2
4402,RI,104.24,1999Q3
4403,RI,106.35,1999Q4
4404,RI,107.96,2000Q1
4405,RI,112.95,2000Q2
4406,RI,116.75,2000Q3
4407,RI,120.17,2000Q4
4408,RI,123.37,2001Q1
4409,RI,128.13,2001Q2
4410,RI,132.96,2001Q3
4411,RI,138.44,2001Q4
4412,RI,144.8,2002Q1
4413,RI,151.48,2002Q2
4414,RI,159.23,2002Q3
4415,RI,165.86,2002Q4
4416,RI,172.09,2003Q1
4417,RI,179.53,2003Q2
4418,RI,184.89,2003Q3
4419,RI,192.83,2003Q4
4420,RI,201.92,2004Q1
4421,RI,207.89,2004Q2
4422,RI,218.12,2004Q3
4423,RI,220.66,2004Q4
4424,RI,231.81,2005Q1
4425,RI,232.66,2005Q2
4426,RI,236.42,2005Q3
4427,RI,236.34,2005Q4
4428,RI,238.08,2006Q1
4429,RI,238.16,2006Q2
4430,RI,234.98,2006Q3
4431,RI,233.69,2006Q4
4432,RI,228.56,2007Q1
4433,RI,226.71,2007Q2
4434,RI,223.76,2007Q3
4435,RI,221.21,2007Q4
4436,RI,214.48,2008Q1
4437,RI,208.84,2008Q2
4438,RI,200.01,2008Q3
4439,RI,196.02,2008Q4
4440,RI,200.75,2009Q1
4441,RI,189.9,2009Q2
4442,RI,192.28,2009Q3
4443,RI,189.37,2009Q4
4444,RI,184.93,2010Q1
4445,RI,184.02,2010Q2
4446,RI,185.9,2010Q3
4447,RI,183.03,2010Q4
4448,RI,179.97,2011Q1
4449,RI,176.0,2011Q2
4450,RI,173.15,2011Q3
4451,RI,173.0,2011Q4
4452,RI,175.54,2012Q1
4453,RI,174.45,2012Q2
4454,RI,172.1,2012Q3
4455,RI,173.5,2012Q4
4456,RI,174.16,2013Q1
4457,RI,178.05,2013Q2
4458,RI,181.06,2013Q3
4459,RI,177.92,2013Q4
4460,RI,185.6,2014Q1
4461,RI,183.3,2014Q2
4462,RI,186.45,2014Q3
4463,RI,188.83,2014Q4
4464,RI,190.23,2015Q1
4465,RI,190.1,2015Q2
4466,RI,193.1,2015Q3
4467,RI,196.26,2015Q4
4468,RI,196.25,2016Q1
4469,RI,200.72,2016Q2
4470,RI,204.1,2016Q3
4471,RI,207.21,2016Q4
4472,RI,213.67,2017Q1
4473,RI,216.96,2017Q2
4474,RI,218.23,2017Q3
4475,RI,224.04,2017Q4
4476,RI,228.53,2018Q1
4477,RI,234.63,2018Q2
4478,RI,237.24,2018Q3
4479,RI,235.33,2018Q4
4480,SC,100.0,1991Q1
4481,SC,100.76,1991Q2
4482,SC,101.37,1991Q3
4483,SC,101.99,1991Q4
4484,SC,102.86,1992Q1
4485,SC,103.37,1992Q2
4486,SC,104.31,1992Q3
4487,SC,105.38,1992Q4
4488,SC,105.3,1993Q1
4489,SC,105.65,1993Q2
4490,SC,107.24,1993Q3
4491,SC,108.07,1993Q4
4492,SC,108.98,1994Q1
4493,SC,110.44,1994Q2
4494,SC,110.41,1994Q3
4495,SC,111.45,1994Q4
4496,SC,113.14,1995Q1
4497,SC,113.89,1995Q2
4498,SC,114.74,1995Q3
4499,SC,114.42,1995Q4
4500,SC,116.92,1996Q1
4501,SC,118.2,1996Q2
4502,SC,118.78,1996Q3
4503,SC,121.94,1996Q4
4504,SC,122.27,1997Q1
4505,SC,122.49,1997Q2
4506,SC,123.43,1997Q3
4507,SC,125.05,1997Q4
4508,SC,126.4,1998Q1
4509,SC,128.1,1998Q2
4510,SC,129.99,1998Q3
4511,SC,131.8,1998Q4
4512,SC,133.28,1999Q1
4513,SC,135.85,1999Q2
4514,SC,137.64,1999Q3
4515,SC,138.9,1999Q4
4516,SC,140.54,2000Q1
4517,SC,143.0,2000Q2
4518,SC,143.81,2000Q3
4519,SC,144.95,2000Q4
4520,SC,146.58,2001Q1
4521,SC,147.76,2001Q2
4522,SC,148.99,2001Q3
4523,SC,149.68,2001Q4
4524,SC,152.22,2002Q1
4525,SC,152.33,2002Q2
4526,SC,153.72,2002Q3
4527,SC,155.72,2002Q4
4528,SC,155.43,2003Q1
4529,SC,157.72,2003Q2
4530,SC,159.21,2003Q3
4531,SC,160.27,2003Q4
4532,SC,163.56,2004Q1
4533,SC,164.89,2004Q2
4534,SC,168.84,2004Q3
4535,SC,170.63,2004Q4
4536,SC,173.31,2005Q1
4537,SC,176.48,2005Q2
4538,SC,180.09,2005Q3
4539,SC,185.55,2005Q4
4540,SC,187.95,2006Q1
4541,SC,191.24,2006Q2
4542,SC,192.64,2006Q3
4543,SC,197.31,2006Q4
4544,SC,198.5,2007Q1
4545,SC,200.99,2007Q2
4546,SC,201.18,2007Q3
4547,SC,199.87,2007Q4
4548,SC,201.37,2008Q1
4549,SC,198.72,2008Q2
4550,SC,195.78,2008Q3
4551,SC,189.19,2008Q4
4552,SC,193.86,2009Q1
4553,SC,190.49,2009Q2
4554,SC,190.24,2009Q3
4555,SC,186.17,2009Q4
4556,SC,184.73,2010Q1
4557,SC,182.2,2010Q2
4558,SC,177.92,2010Q3
4559,SC,178.93,2010Q4
4560,SC,170.77,2011Q1
4561,SC,169.31,2011Q2
4562,SC,170.57,2011Q3
4563,SC,173.75,2011Q4
4564,SC,170.08,2012Q1
4565,SC,175.18,2012Q2
4566,SC,174.36,2012Q3
4567,SC,174.07,2012Q4
4568,SC,177.79,2013Q1
4569,SC,181.2,2013Q2
4570,SC,184.84,2013Q3
4571,SC,183.12,2013Q4
4572,SC,184.34,2014Q1
4573,SC,187.5,2014Q2
4574,SC,190.76,2014Q3
4575,SC,193.02,2014Q4
4576,SC,198.18,2015Q1
4577,SC,201.37,2015Q2
4578,SC,200.87,2015Q3
4579,SC,206.76,2015Q4
4580,SC,211.44,2016Q1
4581,SC,211.09,2016Q2
4582,SC,214.26,2016Q3
4583,SC,219.86,2016Q4
4584,SC,221.63,2017Q1
4585,SC,224.71,2017Q2
4586,SC,230.13,2017Q3
4587,SC,234.32,2017Q4
4588,SC,238.0,2018Q1
4589,SC,243.66,2018Q2
4590,SC,247.4,2018Q3
4591,SC,250.04,2018Q4
4592,SD,100.0,1991Q1
4593,SD,102.26,1991Q2
4594,SD,103.28,1991Q3
4595,SD,102.25,1991Q4
4596,SD,107.01,1992Q1
4597,SD,106.29,1992Q2
4598,SD,109.45,1992Q3
4599,SD,111.17,1992Q4
4600,SD,112.77,1993Q1
4601,SD,115.54,1993Q2
4602,SD,116.9,1993Q3
4603,SD,120.16,1993Q4
4604,SD,122.53,1994Q1
4605,SD,123.9,1994Q2
4606,SD,124.83,1994Q3
4607,SD,128.02,1994Q4
4608,SD,125.38,1995Q1
4609,SD,129.85,1995Q2
4610,SD,128.95,1995Q3
4611,SD,131.74,1995Q4
4612,SD,133.29,1996Q1
4613,SD,133.28,1996Q2
4614,SD,136.86,1996Q3
4615,SD,136.86,1996Q4
4616,SD,136.22,1997Q1
4617,SD,139.39,1997Q2
4618,SD,140.98,1997Q3
4619,SD,141.49,1997Q4
4620,SD,145.06,1998Q1
4621,SD,144.58,1998Q2
4622,SD,144.55,1998Q3
4623,SD,145.33,1998Q4
4624,SD,150.13,1999Q1
4625,SD,150.27,1999Q2
4626,SD,151.89,1999Q3
4627,SD,153.43,1999Q4
4628,SD,155.35,2000Q1
4629,SD,157.77,2000Q2
4630,SD,160.27,2000Q3
4631,SD,160.07,2000Q4
4632,SD,162.26,2001Q1
4633,SD,163.96,2001Q2
